Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM2404998,"GBM, RTK II, sample 2142 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404998/suppl",,"Martin Sill","Jan 14, 2018"
GSM2404999,"GBM, RTK I, sample 2143 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2404nnn/GSM2404999/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405000,"GBM, RTK I, sample 2144 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405000/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405001,"GBM, RTK II, sample 2145 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405001/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405002,"A IDH, sample 2146 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405002/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405003,"GBM, MES, sample 2147 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405003/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405004,"DLGNT, sample 2148 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405004/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405005,"GBM, RTK III, sample 2149 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405005/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405006,"GBM, MYCN, sample 2150 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405006/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405007,"GBM, MYCN, sample 2151 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405007/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405008,"GBM, MID, sample 2152 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405008/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405009,"GBM, RTK III, sample 2153 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405009/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405010,"ATRT, SHH, sample 2154 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405010/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405011,"ATRT, SHH, sample 2155 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405011/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405012,"ATRT, TYR, sample 2156 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405012/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405013,"ATRT, MYC, sample 2157 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405013/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405014,"ATRT, TYR, sample 2158 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405014/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405015,"ATRT, SHH, sample 2159 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405015/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405016,"ATRT, MYC, sample 2160 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405016/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405017,"ATRT, TYR, sample 2161 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405017/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405018,"PTPR, B, sample 2162 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405018/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405019,"PTPR, B, sample 2163 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405019/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405020,"PTPR, B, sample 2164 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405020/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405021,"EPN, PF B, sample 2165 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405021/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405022,"PITUI, sample 2166 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405022/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405023,"EPN, PF B, sample 2167 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405023/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405024,"EPN, PF B, sample 2168 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405024/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405025,"GBM, MES, sample 2169 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405025/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405026,"GBM, G34, sample 2170 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405026/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405027,"GBM, MID, sample 2171 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405027/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405028,"GBM, RTK II, sample 2172 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405028/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405029,"O IDH, sample 2173 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405029/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405030,"GBM, RTK II, sample 2174 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405030/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405031,"GBM, MES, sample 2175 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405031/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405032,"PXA, sample 2176 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405032/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405033,"PXA, sample 2177 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405033/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405034,"PXA, sample 2178 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405034/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405035,"A IDH, HG, sample 2179 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405035/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405036,"GBM, RTK I, sample 2180 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405036/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405037,"GBM, MES, sample 2181 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405037/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405038,"PIN T, PPT, sample 2182 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405038/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405039,"EPN, SPINE, sample 2183 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405039/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405040,"O IDH, sample 2184 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405040/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405041,"A IDH, sample 2185 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405041/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405042,"CNS NB, FOXR2, sample 2186 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405042/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405043,"ATRT, SHH, sample 2187 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405043/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405044,"CPH, ADM, sample 2188 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405044/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405045,"CPH, ADM, sample 2189 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405045/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405046,"CPH, ADM, sample 2190 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405046/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405047,"CPH, ADM, sample 2191 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405047/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405048,"CPH, PAP, sample 2192 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405048/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405049,"CPH, ADM, sample 2193 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405049/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405050,"CPH, ADM, sample 2194 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405050/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405051,"CPH, ADM, sample 2195 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405051/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405052,"CPH, PAP, sample 2196 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405052/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405053,"CPH, PAP, sample 2197 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405053/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405054,"PXA, sample 2198 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405054/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405055,"GBM, MID, sample 2199 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405055/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405056,"GBM, RTK II, sample 2200 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405056/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405057,"O IDH, sample 2201 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405057/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405058,"GBM, RTK II, sample 2202 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405058/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405059,"GBM, RTK II, sample 2203 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405059/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405060,"GBM, MES, sample 2204 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405060/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405061,"EFT, CIC, sample 2205 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405061/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405062,"MB, SHH INF, sample 2206 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405062/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405063,"LGG, MYB, sample 2207 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405063/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405064,"LGG, DIG/DIA, sample 2208 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405064/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405065,"HGNET, BCOR, sample 2209 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405065/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405066,"A IDH, sample 2210 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405066/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405067,"GBM, RTK II, sample 2211 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405067/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405068,"EPN, MPE, sample 2212 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405068/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405069,"GBM, MES, sample 2213 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405069/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405070,"MELAN, sample 2214 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405070/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405071,"ETMR, sample 2215 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405071/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405072,"A IDH, sample 2216 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405072/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405073,"CONTR, REACT, sample 2217 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405073/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405074,"GBM, RTK I, sample 2218 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405074/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405075,"HGNET, BCOR, sample 2219 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405075/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405076,"PXA, sample 2220 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405076/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405077,"GBM, MES, sample 2221 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405077/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405078,"EPN, PF A, sample 2222 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405078/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405079,"EPN, PF A, sample 2223 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405079/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405080,"EPN, RELA, sample 2224 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405080/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405081,"ATRT, TYR, sample 2225 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405081/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405082,"MB, SHH INF, sample 2226 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405082/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405083,"PTPR, B, sample 2227 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405083/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405084,"A IDH, sample 2228 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405084/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405085,"LGG, DNT, sample 2229 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405085/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405086,"PIN T, PPT, sample 2230 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405086/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405087,"GBM, RTK II, sample 2231 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405087/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405088,"GBM, RTK I, sample 2232 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405088/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405089,"O IDH, sample 2233 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405089/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405090,"EFT, CIC, sample 2234 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405090/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405091,"A IDH, sample 2235 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405091/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405092,"O IDH, sample 2236 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405092/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405093,"PLASMA, sample 2237 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405093/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405094,"SFT HMPC, sample 2238 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405094/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405095,"LGG, RGNT, sample 2239 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405095/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405096,"O IDH, sample 2240 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405096/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405097,"A IDH, sample 2241 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405097/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405098,"A IDH, sample 2242 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405098/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405099,"A IDH, sample 2243 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405099/suppl",,"Martin Sill","Jan 14, 2018"
GSM2405100,"A IDH, sample 2244 [reference set]","genomic","Homo sapiens",1,GPL13534,GSE90496;GSE109381,"IDAT","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2405nnn/GSM2405100/suppl",,"Martin Sill","Jan 14, 2018"
